gamehash,map,start_time,duration,a_score,b_score,a_bank,a_loadout,b_bank,b_loadout
c0f5bae3-1d55-41d7-acd8-c84e397ffe30,Icebox,2022-02-03 21:45:00,00:28:58,13,5,7631,17225,8542,17683
